Year,Team,name_last,name_first,RetroID,G,GS,Outs,IP,R,ER,ERA,W,L,SV,PA,AB,H,DB,TP,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,TB,GDP,HBP,SH,SF,IBB,PlatoonStats,PctVsLHP,AVG_L,OBP_L,SLG_L,PA_L,AB_L,H_L,DB_L,TP_L,HR_L,RBI_L,BB_L,SO_L,TB_L,GDP_L,HBP_L,SH_L,SF_L,IBB_L,AVG_R,OBP_R,SLG_R,PA_R,AB_R,H_R,DB_R,TP_R,HR_R,RBI_R,BB_R,SO_R,TB_R,GDP_R,HBP_R,SH_R,SF_R,IBB_R,Baserunning,SB,CS,SBPct,SBO,JumpPct,SB2,CS2,SB3,CS3,SBH,CSH,PkO,POCS
1987,MON,Sorensen,Lary,sorel001,23,5,143,47.2,32,25,4.72,3,4,1,215,196,56,11,1,7,32,2,1,12,21,0.286,0.333,0.459,90,6,3,2,2,1,,48,0.311,0.373,0.511,104,90,28,6,0,4,18,9,8,46,1,1,2,2,1,0.264,0.297,0.415,111,106,28,5,1,3,14,3,13,44,5,2,0,0,0,,2,1,66.7,90,3.33,2,1,0,0,0,0,1,0
1987,MON,St. Claire,Randy,stclr001,44,0,201,67,31,30,4.03,3,3,7,282,256,64,6,2,9,37,10,0,20,43,0.25,0.304,0.395,101,7,1,1,3,4,,49,0.278,0.314,0.373,138,126,35,2,2,2,12,8,20,47,4,0,1,3,1,0.223,0.294,0.415,144,130,29,4,0,7,25,12,23,54,3,1,0,0,3,,10,0,100,97,10.31,10,0,0,0,0,0,0,0
1987,MON,Tibbs,Jay,tibbj001,19,12,249,83,55,46,4.99,4,5,0,366,329,95,19,2,10,47,7,5,34,54,0.289,0.354,0.45,148,9,0,2,1,2,,51,0.293,0.368,0.476,185,164,48,14,2,4,21,20,23,78,7,0,0,1,2,0.285,0.341,0.424,181,165,47,5,0,6,26,14,31,70,2,0,2,0,0,,7,5,58.3,139,8.63,7,4,0,1,0,0,5,0
1987,MON,Wallach,Tim,wallt001,1,0,3,1,0,0,NULL,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,1,1,0,0,0,0,,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,NULL,1,0,0,0,0,0,0,0,0,0
1987,MON,Youmans,Floyd,youmf001,23,23,349,116.1,63,60,4.64,9,8,0,505,446,112,28,3,13,58,32,2,47,94,0.251,0.321,0.415,185,3,1,6,5,2,,59,0.282,0.361,0.444,298,259,73,20,2,6,38,33,38,115,1,1,2,3,2,0.209,0.261,0.374,207,187,39,8,1,7,20,14,56,70,2,0,4,2,0,,32,2,94.1,159,21.38,27,2,5,0,0,0,2,0
1987,NYA,Allen,Neil,allen001,8,1,74,24.2,12,10,3.65,0,1,0,106,95,23,7,1,2,18,2,1,10,16,0.242,0.314,0.4,38,1,0,1,0,1,,49,0.213,0.288,0.383,52,47,10,3,1,1,5,5,10,18,1,0,0,0,1,0.271,0.34,0.417,54,48,13,4,0,1,13,5,6,20,0,0,1,0,0,,2,1,66.7,38,7.89,1,1,1,0,0,0,1,0
1987,NYA,Arnsberg,Brad,arnsb001,6,2,58,19.1,12,12,5.59,1,3,0,91,76,22,4,0,5,11,3,2,13,14,0.289,0.385,0.539,41,0,0,0,2,3,,33,0.375,0.433,0.542,30,24,9,1,0,1,4,4,1,13,0,0,0,2,1,0.25,0.361,0.538,61,52,13,3,0,4,7,9,13,28,0,0,0,0,2,,3,2,60,38,13.16,3,2,0,0,0,0,2,0
1987,NYA,Bordi,Rich,bordr001,16,1,99,33,28,28,7.64,3,1,0,149,136,42,5,2,7,29,4,2,12,23,0.309,0.365,0.529,72,2,0,1,0,0,,48,0.308,0.375,0.385,72,65,20,2,0,1,7,7,9,25,0,0,0,0,0,0.31,0.355,0.662,77,71,22,3,2,6,22,5,14,47,2,0,1,0,0,,4,2,66.7,59,10.17,4,2,0,0,0,0,2,0
1987,NYA,Cerone,Rick,ceror001,2,0,6,2,0,0,NULL,0,0,0,7,6,0,0,0,0,1,0,0,1,1,0,0.143,0,0,0,0,0,0,0,,43,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,NULL,4,0,0,0,0,0,0,0,0,0
1987,NYA,Clements,Pat,clemp001,55,0,240,80,45,44,4.95,3,3,7,347,304,91,18,0,4,50,2,3,30,36,0.299,0.364,0.398,121,17,3,6,4,2,,28,0.167,0.255,0.25,96,84,14,4,0,1,13,8,21,21,7,2,2,0,1,0.35,0.405,0.455,251,220,77,14,0,3,37,22,15,100,10,1,4,4,1,,2,3,40,157,3.18,2,2,0,1,0,0,3,0
1987,NYA,Filson,Pete,filsp001,7,2,66,22,10,8,3.27,1,0,0,99,87,26,5,0,2,9,0,2,9,10,0.299,0.371,0.425,37,1,1,2,0,1,,30,0.345,0.367,0.448,30,29,10,3,0,0,3,1,3,13,0,0,0,0,0,0.276,0.373,0.414,69,58,16,2,0,2,6,8,7,24,1,1,2,0,1,,0,2,0,50,4,0,2,0,0,0,0,2,2
1987,NYA,Fulton,Bill,fultb001,3,0,14,4.2,6,6,11.57,1,0,0,24,22,9,0,0,4,6,1,0,1,2,0.409,0.458,0.955,21,1,1,0,0,0,,46,0.4,0.455,1,11,10,4,0,0,2,4,1,0,10,0,0,0,0,0,0.417,0.462,0.917,13,12,5,0,0,2,2,0,2,11,1,1,0,0,0,,1,0,100,11,9.09,1,0,0,0,0,0,0,0
1987,NYA,Guante,Cecilio,guanc001,23,0,132,44,30,28,5.73,3,2,1,195,170,42,9,0,8,29,6,2,20,46,0.247,0.323,0.441,75,1,1,0,4,0,,47,0.237,0.337,0.447,92,76,18,4,0,4,15,12,15,34,1,1,0,3,0,0.255,0.311,0.436,103,94,24,5,0,4,14,8,31,41,0,0,0,1,0,,6,2,75,81,9.88,6,2,0,0,0,0,2,0
1987,NYA,Guidry,Ron,guidr001,22,17,353,117.2,50,48,3.67,5,8,0,493,448,111,26,4,14,47,14,4,38,96,0.248,0.307,0.417,187,6,1,4,2,3,,19,0.302,0.362,0.453,95,86,26,4,0,3,6,7,19,39,1,1,1,0,0,0.235,0.294,0.409,398,362,85,22,4,11,41,31,77,148,5,0,3,2,3,,14,4,77.8,164,10.98,12,2,2,2,0,0,4,0
1987,NYA,Gullickson,Bill,gullb001,8,8,144,48,29,26,4.87,4,2,0,198,182,46,8,1,7,25,5,1,11,28,0.253,0.296,0.423,77,1,1,2,2,1,,60,0.283,0.336,0.528,118,106,30,5,0,7,13,8,11,56,1,1,2,1,1,0.211,0.237,0.276,80,76,16,3,1,0,12,3,17,21,0,0,0,1,0,,5,1,83.3,58,10.34,4,1,0,0,1,0,1,0
1987,NYA,Holland,Al,holla001,3,0,19,6.1,10,10,14.21,0,0,0,37,28,9,4,0,1,11,0,0,9,5,0.321,0.486,0.571,16,0,0,0,0,0,,32,0.111,0.333,0.111,12,9,1,0,0,0,2,3,4,1,0,0,0,0,0,0.421,0.56,0.789,25,19,8,4,0,1,9,6,1,15,0,0,0,0,0,,0,0,NULL,12,0,0,0,0,0,0,0,0,0
1987,NYA,Hudson,Charles,hudsc001,35,16,464,154.2,63,62,3.61,11,7,0,641,573,137,20,5,19,60,7,7,57,100,0.239,0.308,0.391,224,13,3,2,6,1,,46,0.268,0.354,0.424,292,250,67,10,4,7,34,36,35,106,3,0,1,5,1,0.217,0.27,0.365,349,323,70,10,1,12,26,21,65,118,10,3,1,1,0,,7,7,50,217,6.45,7,7,0,0,0,0,7,1
1987,NYA,John,Tommy,johnt001,33,33,563,187.2,95,84,4.03,13,6,0,802,736,212,31,3,12,77,17,6,47,63,0.288,0.335,0.387,285,27,6,12,1,7,,17,0.203,0.258,0.26,135,123,25,4,0,1,12,8,18,32,5,1,3,0,1,0.305,0.351,0.413,667,613,187,27,3,11,65,39,45,253,22,5,9,1,6,,17,6,73.9,285,8.07,14,4,3,2,0,0,6,1
1987,NYA,Leiter,Al,leita001,4,4,68,22.2,16,16,6.35,2,2,0,104,88,24,1,1,2,13,1,0,15,28,0.273,0.379,0.375,33,3,0,1,0,0,,20,0.2,0.238,0.2,21,20,4,0,0,0,1,1,12,4,0,0,0,0,0,0.294,0.415,0.426,83,68,20,1,1,2,12,14,16,29,3,0,1,0,0,,1,0,100,44,2.27,1,0,0,0,0,0,0,0
1987,NYA,Niekro,Joe,niekj001,8,8,152,50.2,25,20,3.55,3,4,0,211,186,40,6,1,4,19,7,3,19,30,0.215,0.3,0.323,60,2,4,1,1,0,,52,0.228,0.339,0.304,109,92,21,4,0,1,7,15,12,28,1,1,0,1,0,0.202,0.257,0.34,102,94,19,2,1,3,12,4,18,32,1,3,1,0,0,,7,3,70,54,18.52,6,3,1,0,0,0,3,0
1987,NYA,Rasmussen,Dennis,rasmd001,26,25,438,146,78,77,4.75,9,7,0,627,558,145,33,5,31,68,7,11,55,89,0.26,0.328,0.504,281,8,4,5,5,1,,17,0.313,0.37,0.535,109,99,31,5,1,5,16,9,19,53,1,0,1,0,0,0.248,0.319,0.497,518,459,114,28,4,26,52,46,70,228,7,4,4,5,1,,7,11,38.9,198,9.09,4,10,3,1,0,0,11,2
1987,NYA,Rhoden,Rick,rhodr001,30,29,545,181.2,84,78,3.86,16,10,0,764,687,184,30,4,22,74,14,12,61,107,0.268,0.327,0.419,288,16,3,6,7,5,,53,0.275,0.342,0.455,406,363,100,17,3,14,47,37,47,165,8,1,2,3,5,0.259,0.311,0.38,358,324,84,13,1,8,27,24,60,123,8,2,4,4,0,,14,12,53.8,257,10.12,14,11,0,1,0,0,12,1
1987,NYA,Righetti,Dave,righd001,60,0,285,95,45,37,3.51,8,6,31,419,362,95,9,0,9,55,1,2,44,77,0.262,0.341,0.362,131,9,2,6,5,4,,26,0.271,0.324,0.396,110,96,26,3,0,3,17,9,19,38,2,0,2,3,1,0.259,0.348,0.35,309,266,69,6,0,6,38,35,58,93,7,2,4,2,3,,1,2,33.3,211,1.42,1,2,0,0,0,0,2,0
1987,NYA,Shirley,Bob,shirb001,12,1,102,34,20,17,4.5,1,0,0,152,130,36,5,2,4,25,1,0,16,12,0.277,0.342,0.438,57,2,0,0,6,0,,32,0.209,0.229,0.372,48,43,9,2,1,1,11,2,6,16,0,0,0,3,0,0.31,0.394,0.471,104,87,27,3,1,3,14,14,6,41,2,0,0,3,0,,1,0,100,61,1.64,1,0,0,0,0,0,0,0
1987,NYA,Stoddard,Tim,stodt001,57,0,278,92.2,38,36,3.5,4,3,8,386,353,83,10,3,13,42,13,2,30,78,0.235,0.293,0.391,138,4,0,0,3,2,,41,0.276,0.34,0.448,159,145,40,5,1,6,18,14,18,65,0,0,0,0,1,0.207,0.26,0.351,227,208,43,5,2,7,24,16,60,73,4,0,0,3,1,,13,2,86.7,147,10.2,11,2,2,0,0,0,2,0
1987,NYA,Tewksbury,Bob,tewkb001,8,6,100,33.1,26,25,6.75,1,4,0,149,139,47,5,0,5,22,0,1,7,12,0.338,0.374,0.482,67,5,1,2,0,0,,48,0.348,0.386,0.394,71,66,23,3,0,0,4,4,3,26,1,0,1,0,0,0.329,0.364,0.562,78,73,24,2,0,5,18,3,9,41,4,1,1,0,0,,0,1,0,55,1.82,0,1,0,0,0,0,1,0
1987,NYA,Trout,Steve,trous001,14,9,139,46.1,36,34,6.6,0,4,0,224,186,51,7,1,4,25,9,2,37,27,0.274,0.397,0.387,72,6,1,0,0,0,,17,0.281,0.378,0.406,37,32,9,1,0,1,4,4,3,13,1,1,0,0,0,0.273,0.401,0.383,187,154,42,6,1,3,21,33,24,59,5,0,0,0,0,,9,2,81.8,91,12.09,9,1,0,1,0,0,2,0
1987,NYN,Aguilera,Rick,aguir001,18,17,345,115,53,46,3.6,11,3,0,494,449,124,23,3,12,45,6,0,33,77,0.276,0.329,0.421,189,14,3,7,2,2,,49,0.301,0.361,0.447,241,219,66,8,3,6,21,19,31,98,9,2,0,1,0,0.252,0.297,0.396,253,230,58,15,0,6,24,14,46,91,5,1,7,1,2,,6,0,100,195,3.08,6,0,0,0,0,0,0,0
1987,NYN,Candelaria,John,candj001,3,3,37,12.1,8,8,5.84,2,0,0,57,51,17,3,3,1,8,0,1,3,10,0.333,0.364,0.569,29,0,0,2,1,0,,5,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.354,0.385,0.604,54,48,17,3,3,1,8,3,8,29,0,0,2,1,0,,0,1,0,23,4.35,0,1,0,0,0,0,1,0
1987,NYN,Cone,David,coned001,21,13,298,99.1,46,41,3.71,5,6,1,420,364,87,15,3,11,40,9,11,44,68,0.239,0.327,0.387,141,4,5,4,3,1,,54,0.233,0.338,0.376,225,189,44,8,2,5,19,28,26,71,2,3,3,2,1,0.246,0.314,0.4,195,175,43,7,1,6,21,16,42,70,2,2,1,1,0,,9,11,45,153,13.07,9,8,0,1,0,2,11,0
1987,NYN,Darling,Ron,darlr001,32,32,623,207.2,111,99,4.29,12,8,0,891,784,183,31,6,24,98,33,4,96,167,0.233,0.318,0.38,298,14,3,5,3,3,,56,0.222,0.298,0.354,500,446,99,19,5,10,50,48,92,158,6,1,3,2,1,0.249,0.344,0.414,391,338,84,12,1,14,48,48,75,140,8,2,2,1,2,,33,4,89.2,313,11.82,32,4,1,0,0,0,4,0
1987,NYN,Edens,Tom,edent001,2,2,24,8,6,6,6.75,0,0,0,42,36,15,3,1,2,6,0,1,4,4,0.417,0.475,0.722,26,0,0,2,0,0,,43,0.5,0.556,1.188,18,16,8,3,1,2,5,2,1,19,0,0,0,0,0,0.35,0.409,0.35,24,20,7,0,0,0,1,2,3,7,0,0,2,0,0,,0,1,0,14,7.14,0,1,0,0,0,0,1,0
1987,NYN,Fernandez,Sid,ferns001,28,28,468,156,75,66,3.81,12,8,0,665,581,130,25,4,16,66,28,7,67,134,0.224,0.31,0.363,211,2,8,3,6,8,,12,0.225,0.291,0.408,79,71,16,5,1,2,9,7,14,29,0,0,0,1,0,0.224,0.312,0.357,586,510,114,20,3,14,57,60,120,182,2,8,3,5,8,,28,7,80,231,15.15,23,6,5,1,0,0,7,1
1987,NYN,Gibson,Bob,gibsb001,1,0,3,1,0,0,NULL,0,0,0,4,3,0,0,0,0,0,0,0,1,2,0,0.25,0,0,0,0,0,0,0,,75,0,0.333,0,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,NULL,2,0,0,0,0,0,0,0,0,0
1987,NYN,Gooden,Dwight,goodd001,25,25,539,179.2,68,64,3.21,15,7,0,730,665,162,26,4,11,61,24,7,53,148,0.244,0.299,0.344,229,19,2,5,5,2,,56,0.238,0.301,0.316,412,370,88,14,0,5,30,34,81,117,12,1,3,4,2,0.251,0.297,0.38,318,295,74,12,4,6,31,19,67,112,7,1,2,1,0,,24,7,77.4,252,12.3,24,5,0,2,0,0,7,0
1987,NYN,Innis,Jeff,innij001,17,1,77,25.2,9,9,3.16,0,1,0,109,104,29,4,0,5,9,4,1,4,28,0.279,0.312,0.462,48,2,1,0,0,1,,36,0.378,0.41,0.676,39,37,14,2,0,3,5,2,3,25,2,0,0,0,0,0.224,0.257,0.343,70,67,15,2,0,2,4,2,25,23,0,1,0,0,1,,4,1,80,38,13.16,4,1,0,0,0,0,1,0
1987,NYN,Leach,Terry,leact001,44,12,394,131.1,54,47,3.22,11,1,0,542,503,132,27,1,14,49,18,10,29,61,0.262,0.303,0.404,203,11,1,8,1,5,,48,0.274,0.322,0.427,261,241,66,17,1,6,24,17,20,103,5,0,3,0,5,0.252,0.286,0.382,281,262,66,10,0,8,25,12,41,100,6,1,5,1,0,,18,10,64.3,188,14.89,16,9,2,0,0,1,10,0
1987,NYN,McDowell,Roger,mcdor001,56,0,266,88.2,41,41,4.16,7,5,25,384,344,95,10,0,7,52,3,0,28,32,0.276,0.33,0.366,126,13,2,5,5,4,,50,0.243,0.314,0.32,193,169,41,4,0,3,18,17,19,54,4,2,2,3,2,0.309,0.346,0.411,191,175,54,6,0,4,34,11,13,72,9,0,3,2,2,,3,0,100,178,1.69,3,0,0,0,0,0,0,0
1987,NYN,Mitchell,John,mitcj001,20,19,335,111.2,64,51,4.11,3,6,0,493,444,124,18,1,6,55,8,7,36,57,0.279,0.333,0.365,162,8,2,6,5,3,,55,0.292,0.354,0.358,272,243,71,8,1,2,25,24,24,87,6,1,1,3,2,0.264,0.306,0.373,221,201,53,10,0,4,30,12,33,75,2,1,5,2,1,,8,7,53.3,196,7.65,8,6,0,1,0,0,7,0
1987,NYN,Myers,Randy,myerr001,54,0,225,75,36,33,3.96,3,6,6,314,271,61,10,2,6,29,5,2,30,92,0.225,0.296,0.343,93,3,0,7,6,5,,29,0.175,0.244,0.3,91,80,14,3,2,1,6,8,36,24,1,0,1,2,0,0.246,0.318,0.361,223,191,47,7,0,5,23,22,56,69,2,0,6,4,5,,5,2,71.4,121,5.79,5,2,0,0,0,0,2,0
1987,NYN,Ojeda,Bob,ojedb001,10,7,139,46.1,23,20,3.88,3,5,0,192,178,45,10,2,5,20,4,2,10,21,0.253,0.291,0.416,74,3,0,3,1,1,,24,0.244,0.277,0.444,47,45,11,2,2,1,4,2,5,20,0,0,0,0,0,0.256,0.296,0.406,145,133,34,8,0,4,16,8,16,54,3,0,3,1,1,,4,2,66.7,68,8.82,4,2,0,0,0,0,2,0
1987,NYN,Orosco,Jesse,orosj001,58,0,231,77,41,38,4.44,3,9,16,335,293,78,12,0,5,40,10,2,31,78,0.266,0.336,0.358,105,4,2,5,4,9,,24,0.23,0.275,0.243,80,74,17,1,0,0,3,5,21,18,1,0,0,1,0,0.279,0.356,0.397,255,219,61,11,0,5,37,26,57,87,3,2,5,3,9,,10,2,83.3,144,8.33,7,2,3,0,0,0,2,1
1987,NYN,Schulze,Don,schud001,5,3,65,21.2,15,15,6.23,1,2,0,91,81,24,4,1,4,14,0,1,6,5,0.296,0.344,0.519,42,2,1,1,2,0,,56,0.364,0.42,0.614,51,44,16,3,1,2,9,4,2,27,0,1,1,1,0,0.216,0.25,0.405,40,37,8,1,0,2,5,2,3,15,2,0,0,1,0,,0,1,0,29,3.45,0,1,0,0,0,0,1,0
1987,NYN,Sisk,Doug,siskd001,55,0,234,78,38,30,3.46,3,1,3,339,307,83,12,3,5,43,6,1,22,37,0.27,0.323,0.378,116,10,3,5,2,4,,45,0.27,0.327,0.343,151,137,37,8,1,0,15,12,13,47,3,0,1,1,2,0.271,0.321,0.406,188,170,46,4,2,5,28,10,24,69,7,3,4,1,2,,6,1,85.7,123,5.69,5,1,1,0,0,0,1,0
1987,NYN,Walter,Gene,waltg001,21,0,59,19.2,10,7,3.2,1,2,0,89,74,18,3,1,1,11,3,0,13,11,0.243,0.36,0.351,26,3,1,0,1,3,,39,0.31,0.429,0.552,35,29,9,2,1,1,8,5,6,16,0,1,0,0,0,0.2,0.315,0.222,54,45,9,1,0,0,3,8,5,10,3,0,0,1,3,,3,0,100,39,7.69,2,0,1,0,0,0,0,0
1987,OAK,Andujar,Joaquin,anduj001,13,13,182,60.2,43,41,6.08,3,5,0,265,234,63,7,1,11,38,5,1,26,32,0.269,0.348,0.449,105,9,3,1,1,0,,50,0.267,0.356,0.397,133,116,31,4,1,3,17,16,15,46,2,0,1,0,0,0.271,0.341,0.5,132,118,32,3,0,8,21,10,17,59,7,3,0,1,0,,5,1,83.3,95,6.32,4,1,1,0,0,0,1,0
1987,OAK,Cadaret,Greg,cadag001,29,0,119,39.2,22,20,4.54,6,2,0,176,147,37,4,0,6,23,0,1,24,30,0.252,0.356,0.401,59,3,1,2,2,1,,44,0.227,0.329,0.318,77,66,15,0,0,2,5,9,13,21,0,1,1,0,0,0.272,0.378,0.469,99,81,22,4,0,4,18,15,17,38,3,0,1,2,1,,0,1,0,73,1.37,0,1,0,0,0,0,1,0
1987,OAK,Caudill,Bill,caudb001,6,0,24,8,8,8,9,0,0,1,35,34,10,1,0,3,8,0,0,1,8,0.294,0.314,0.588,20,0,0,0,0,0,,46,0.313,0.313,0.75,16,16,5,1,0,2,5,0,6,12,0,0,0,0,0,0.278,0.316,0.444,19,18,5,0,0,1,3,1,2,8,0,0,0,0,0,,0,0,NULL,12,0,0,0,0,0,0,0,0,0
1987,OAK,Codiroli,Chris,codic001,3,3,34,11.1,11,11,8.74,0,2,0,54,44,12,4,0,1,7,4,1,8,4,0.273,0.396,0.432,19,1,1,1,0,0,,52,0.25,0.444,0.5,28,20,5,2,0,1,4,7,2,10,1,0,1,0,0,0.292,0.346,0.375,26,24,7,2,0,0,3,1,2,9,0,1,0,0,0,,4,1,80,25,20,4,1,0,0,0,0,1,0
1987,OAK,Davis,Storm,davis001,5,5,91,30.1,13,11,3.26,1,1,0,128,116,28,3,1,3,12,5,1,11,28,0.241,0.305,0.362,42,2,0,0,1,0,,62,0.274,0.316,0.342,79,73,20,2,0,1,8,5,14,25,1,0,0,1,0,0.186,0.286,0.395,49,43,8,1,1,2,4,6,14,17,1,0,0,0,0,,5,1,83.3,47,12.77,5,1,0,0,0,0,1,0
1987,OAK,Eckersley,Dennis,ecked001,54,2,347,115.2,41,39,3.03,6,8,16,460,434,99,23,1,11,45,9,1,17,113,0.228,0.26,0.362,157,6,3,3,3,3,,43,0.269,0.31,0.425,200,186,50,14,0,5,21,11,32,79,3,1,0,2,2,0.198,0.222,0.315,260,248,49,9,1,6,24,6,81,78,3,2,3,1,1,,9,1,90,162,6.17,9,1,0,0,0,0,1,0
1987,OAK,Haas,Moose,haasm001,9,9,122,40.2,29,26,5.75,2,2,0,181,170,57,12,1,7,25,2,3,9,13,0.335,0.367,0.541,92,2,0,1,1,0,,60,0.307,0.336,0.446,108,101,31,5,0,3,15,5,7,45,2,0,1,1,0,0.377,0.411,0.681,73,69,26,7,1,4,10,4,6,47,0,0,0,0,0,,2,3,40,68,7.35,2,3,0,0,0,0,3,0
1987,OAK,Honeycutt,Rick,honer001,7,4,71,23.2,17,14,5.32,1,4,0,106,91,25,5,2,3,13,1,2,9,10,0.275,0.343,0.473,43,1,2,1,3,0,,30,0.115,0.226,0.231,32,26,3,1,1,0,3,3,4,6,1,1,1,1,0,0.338,0.392,0.569,74,65,22,4,1,3,10,6,6,37,0,1,0,2,0,,1,2,33.3,42,7.14,1,0,0,1,0,1,2,0
1987,OAK,Howell,Jay,howej001,36,0,133,44.1,30,29,5.89,3,4,16,200,173,48,10,3,6,31,4,1,21,35,0.277,0.355,0.474,82,2,1,3,2,1,,48,0.262,0.347,0.393,96,84,22,6,1,1,10,10,15,33,2,1,1,0,1,0.292,0.363,0.551,104,89,26,4,2,5,21,11,20,49,0,0,2,2,0,,4,1,80,94,5.32,4,1,0,0,0,0,1,0
1987,OAK,Krueger,Bill,krueb001,9,0,17,5.2,7,6,9.53,0,3,0,33,25,9,4,0,0,5,0,0,8,2,0.36,0.515,0.52,13,1,0,0,0,3,,36,0.333,0.5,0.444,12,9,3,1,0,0,2,3,2,4,1,0,0,0,0,0.375,0.524,0.563,21,16,6,3,0,0,3,5,0,9,0,0,0,0,3,,0,0,NULL,14,0,0,0,0,0,0,0,0,0
1987,OAK,Lamp,Dennis,lampd001,36,5,170,56.2,38,32,5.08,1,3,0,262,233,76,13,1,5,40,9,2,22,36,0.326,0.382,0.455,106,8,1,3,3,3,,44,0.316,0.404,0.388,115,98,31,4,0,1,15,15,16,38,2,0,1,1,2,0.333,0.366,0.504,147,135,45,9,1,4,25,7,20,68,6,1,2,2,1,,9,2,81.8,108,10.19,6,2,2,0,1,0,2,0
1987,OAK,Lavelle,Gary,laveg001,6,0,13,4.1,4,4,8.31,0,0,0,19,15,4,0,0,0,7,0,0,3,6,0.267,0.368,0.267,4,1,0,0,1,0,,58,0.333,0.364,0.333,11,9,3,0,0,0,5,1,4,3,0,0,0,1,0,0.167,0.375,0.167,8,6,1,0,0,0,2,2,2,1,1,0,0,0,0,,0,0,NULL,8,0,0,0,0,0,0,0,0,0
1987,OAK,Leiper,Dave,leipd001,45,0,157,52.1,28,22,3.78,2,1,1,224,199,49,7,3,6,38,1,5,18,33,0.246,0.306,0.402,80,4,1,2,4,0,,49,0.198,0.259,0.354,109,96,19,3,0,4,17,8,20,34,0,1,1,3,0,0.291,0.351,0.447,115,103,30,4,3,2,21,10,13,46,4,0,1,1,0,,1,5,16.7,93,6.45,1,4,0,1,0,0,5,0
1987,OAK,Nelson,Gene,nelsg001,54,6,371,123.2,58,54,3.93,6,5,3,530,482,120,28,7,12,64,5,3,35,94,0.249,0.304,0.411,198,1,5,3,5,0,,49,0.26,0.3,0.401,262,242,63,12,5,4,32,15,44,97,0,0,2,3,0,0.237,0.307,0.421,268,240,57,16,2,8,32,20,50,101,1,5,1,2,0,,5,3,62.5,184,4.35,5,3,0,0,0,0,3,0
1987,OAK,Ontiveros,Steve,ontis001,35,22,452,150.2,78,67,4,10,8,1,645,583,141,20,2,19,62,12,3,50,97,0.242,0.305,0.381,222,11,4,6,2,3,,52,0.247,0.327,0.414,333,295,73,11,1,12,35,34,57,122,3,1,3,0,3,0.236,0.282,0.347,312,288,68,9,1,7,27,16,40,100,8,3,3,2,0,,12,3,80,216,6.94,12,3,0,0,0,0,3,0
1987,OAK,Otto,Dave,ottod001,3,0,18,6,6,6,9,0,0,0,24,23,7,3,0,1,6,0,0,1,3,0.304,0.333,0.565,13,2,0,0,0,0,,29,0.429,0.429,0.571,7,7,3,1,0,0,2,0,2,4,0,0,0,0,0,0.25,0.294,0.563,17,16,4,2,0,1,4,1,1,9,2,0,0,0,0,,0,0,NULL,9,0,0,0,0,0,0,0,0,0
1987,OAK,Plunk,Eric,plune001,32,11,285,95,53,50,4.74,4,6,2,432,359,91,17,0,8,49,12,4,62,90,0.253,0.362,0.368,132,8,2,3,5,3,,53,0.275,0.372,0.363,228,193,53,11,0,2,25,31,43,70,4,0,1,2,3,0.229,0.351,0.373,204,166,38,6,0,6,24,31,47,62,4,2,2,3,0,,12,4,75,179,8.94,12,4,0,0,0,0,4,0
1987,OAK,Rijo,Jose,rijoj001,21,14,247,82.1,67,54,5.9,2,7,0,394,347,106,16,3,10,52,7,3,41,67,0.305,0.379,0.455,158,2,2,0,3,1,,52,0.303,0.387,0.491,205,175,53,11,2,6,31,25,37,86,0,1,0,3,1,0.308,0.37,0.419,189,172,53,5,1,4,21,16,30,72,2,1,0,0,0,,7,3,70,163,6.13,6,2,1,1,0,0,3,0
1987,OAK,Rodriguez,Rick,rodrr001,15,0,73,24.1,8,8,2.96,1,0,0,112,95,32,1,3,1,10,0,4,15,9,0.337,0.432,0.442,42,6,1,1,0,1,,54,0.385,0.458,0.462,60,52,20,0,2,0,4,7,3,24,6,0,1,0,0,0.279,0.404,0.419,52,43,12,1,1,1,6,8,6,18,0,1,0,0,1,,0,4,0,53,7.55,0,4,0,0,0,0,4,0
1987,OAK,Stewart,Dave,stewd001,37,37,784,261.1,121,107,3.68,20,13,0,1103,980,224,48,3,24,104,32,9,105,205,0.229,0.306,0.357,350,14,6,7,5,2,,57,0.235,0.319,0.359,633,557,131,26,2,13,53,68,119,200,9,2,3,3,2,0.22,0.288,0.355,470,423,93,22,1,11,51,37,86,150,5,4,4,2,0,,32,9,78,386,10.62,31,8,1,1,0,0,9,0
